Country,crawl_date,duration_type,generation_date,rank,book_url,book_title,book_cover_url,published_year,number_of_reads,average_rating,number_of_ratings,author_url
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),3,/book/show/31434883-eleanor-oliphant-is-completely-fine,Eleanor Oliphant is Completely Fine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564647507i/31434883._SY75_.jpg,2017,10,4.31,502159,https://www.goodreads.com/author/show/14558709.Gail_Honeyman
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),4,/book/show/35133922-educated,Educated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg,2018,9,4.48,479546,https://www.goodreads.com/author/show/16121977.Tara_Westover
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),5,/book/show/40097951-the-silent-patient,The Silent Patient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573745054i/40097951._SY75_.jpg,2019,6,4.06,186274,https://www.goodreads.com/author/show/17621440.Alex_Michaelides
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),6,/book/show/41057294-normal-people,Normal People,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg,2018,6,3.89,137448,https://www.goodreads.com/author/show/15860970.Sally_Rooney
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),7,/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale (The Handmaid's Tale #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546031886i/38447._SY75_.jpg,1985,5,4.10,1249337,https://www.goodreads.com/author/show/3472.Margaret_Atwood
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),8,/book/show/34273236-little-fires-everywhere,Little Fires Everywhere,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522684533i/34273236._SY75_.jpg,2017,5,4.11,439769,https://www.goodreads.com/author/show/164692.Celeste_Ng
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),9,/book/show/36430011-you,You (You #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549463282i/36430011._SY75_.jpg,2014,4,3.90,110509,https://www.goodreads.com/author/show/202260.Caroline_Kepnes
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),10,/book/show/18144590-the-alchemist,The Alchemist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466865542i/18144590._SY75_.jpg,1988,4,3.86,1854335,https://www.goodreads.com/author/show/566.Paulo_Coelho
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),11,/book/show/35959740-circe,Circe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,2018,4,4.28,207012,https://www.goodreads.com/author/show/176372.Madeline_Miller
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),12,/book/show/35235302-this-is-going-to-hurt,This Is Going to Hurt: Secret Diaries of a Junior Doctor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495900231l/35235302._SX50_SY75_.jpg,2017,4,4.41,96407,https://www.goodreads.com/author/show/17160706.Adam_Kay
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),13,/book/show/35995489-the-extraordinary-life-of-sam-hell,The Extraordinary Life of Sam Hell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510251600i/35995489._SY75_.jpg,2018,3,4.33,40706,https://www.goodreads.com/author/show/63650.Robert_Dugoni
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),14,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,Harry Potter and the Sorcerer's Stone (Harry Potter #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY75_.jpg,1997,3,4.47,6267295,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),15,/book/show/22628.The_Perks_of_Being_a_Wallflower,The Perks of Being a Wallflower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520093244i/22628._SY75_.jpg,1999,3,4.20,1149740,https://www.goodreads.com/author/show/12898.Stephen_Chbosky
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),16,/book/show/33516773-big-little-lies,Big Little Lies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559835163i/33516773._SY75_.jpg,2014,3,4.26,642590,https://www.goodreads.com/author/show/322069.Liane_Moriarty
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),17,/book/show/20698530-p-s-i-still-love-you,P.S. I Still Love You (To All the Boys I've Loved Before #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422881430i/20698530._SY75_.jpg,2015,3,4.13,174920,https://www.goodreads.com/author/show/151371.Jenny_Han
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),18,/book/show/853510.Murder_on_the_Orient_Express,Murder on the Orient Express (Hercule Poirot #10),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486131451i/853510._SY75_.jpg,1934,3,4.17,320889,https://www.goodreads.com/author/show/123715.Agatha_Christie
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),19,/book/show/15749186-to-all-the-boys-i-ve-loved-before,To All the Boys I've Loved Before (To All the Boys I've Loved Before #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372086100i/15749186._SY75_.jpg,2014,3,4.16,379154,https://www.goodreads.com/author/show/151371.Jenny_Han
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),20,/book/show/39863482-the-night-tiger,The Night Tiger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554191365i/39863482._SY75_.jpg,2019,3,3.86,20312,https://www.goodreads.com/author/show/6547911.Yangsze_Choo
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),21,/book/show/27213250-a-house-without-windows,A House Without Windows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450648776i/27213250._SY75_.jpg,2016,3,3.97,8154,https://www.goodreads.com/author/show/7273667.Nadia_Hashimi
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),22,/book/show/287861.Mortal_Engines,Mortal Engines (The Hungry City Chronicles #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352173057i/287861._SY75_.jpg,2001,3,3.79,43177,https://www.goodreads.com/author/show/27379.Philip_Reeve
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),23,/book/show/36840397-a-place-for-us,A Place for Us,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517006183i/36840397._SY75_.jpg,2018,3,4.15,31931,https://www.goodreads.com/author/show/16984671.Fatima_Farheen_Mirza
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),24,/book/show/46638139-my-name-is-eva,My Name is Eva,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561533669i/46638139._SY75_.jpg,2019,3,4.02,3352,https://www.goodreads.com/author/show/14873664.Suzanne_Goldring
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),25,/book/show/25899336-when-breath-becomes-air,When Breath Becomes Air,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492677644i/25899336._SX50_.jpg,2016,3,4.35,343357,https://www.goodreads.com/author/show/14031444.Paul_Kalanithi
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),26,/book/show/29780253-born-a-crime,Born a Crime: Stories From a South African Childhood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473867911i/29780253._SY75_.jpg,2016,3,4.46,260417,https://www.goodreads.com/author/show/15149526.Trevor_Noah
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),27,/book/show/39863515-an-anonymous-girl,An Anonymous Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546956642i/39863515._SY75_.jpg,2019,3,3.84,67339,https://www.goodreads.com/author/show/16935182.Greer_Hendricks
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),28,/book/show/43078409-what-you-did,What You Did,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554910921i/43078409._SY75_.jpg,2019,3,3.89,27452,https://www.goodreads.com/author/show/5254219.Claire_McGowan
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),29,/book/show/32620332-the-seven-husbands-of-evelyn-hugo,The Seven Husbands of Evelyn Hugo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498169036i/32620332._SY75_.jpg,2017,3,4.32,123930,https://www.goodreads.com/author/show/6572605.Taylor_Jenkins_Reid
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),30,/book/show/42975172-the-testaments,The Testaments (The Handmaid's Tale #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549292344i/42975172._SY75_.jpg,2019,3,4.23,84373,https://www.goodreads.com/author/show/3472.Margaret_Atwood
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),31,/book/show/28016509-the-girl-before,The Girl Before,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485972587i/28016509._SY75_.jpg,2017,3,3.69,102588,https://www.goodreads.com/author/show/14719991.J_P_Delaney
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),32,/book/show/39507318-the-library-book,The Library Book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524238338i/39507318._SX50_.jpg,2018,3,3.95,52124,https://www.goodreads.com/author/show/45374.Susan_Orlean
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),33,/book/show/23766634-a-court-of-wings-and-ruin,A Court of Wings and Ruin (A Court of Thorns and Roses #3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634._SY75_.jpg,2017,3,4.48,185974,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),34,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302i/28257707._SX50_.jpg,2016,3,3.97,366352,https://www.goodreads.com/author/show/8529755.Mark_Manson
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),35,/book/show/22822858-a-little-life,A Little Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg,2015,3,4.30,160131,https://www.goodreads.com/author/show/6571447.Hanya_Yanagihara
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),36,/book/show/39927096-less,Less,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524491811i/39927096._SY75_.jpg,2017,3,3.71,91247,https://www.goodreads.com/author/show/24892.Andrew_Sean_Greer
Fiji,December 24 2019,y,(Dec 22 2019 11:30AM),37,/book/show/34275222-force-of-nature,Force of Nature (Aaron Falk #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501790749i/34275222._SY75_.jpg,2017,3,3.83,54593,https://www.goodreads.com/author/show/556546.Jane_Harper
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),1,/book/show/38746485-becoming,Becoming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg,2018,1214,4.58,333954,https://www.goodreads.com/author/show/2338628.Michelle_Obama
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),2,/book/show/23692271-sapiens,Sapiens: A Brief History of Humankind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420585954i/23692271._SY75_.jpg,2011,832,4.44,325576,https://www.goodreads.com/author/show/395812.Yuval_Noah_Harari
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),3,/book/show/35133922-educated,Educated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg,2018,768,4.48,479546,https://www.goodreads.com/author/show/16121977.Tara_Westover
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),4,/book/show/38359036-the-tattooist-of-auschwitz,The Tattooist of Auschwitz (The Tattooist of Auschwitz #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525962117i/38359036._SY75_.jpg,2018,695,4.26,275252,https://www.goodreads.com/author/show/17029974.Heather_Morris
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),5,/book/show/40024453-ehk-t-n-kes-n-kaikki-muuttuu,Ehkä tänä kesänä kaikki muuttuu,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525279460i/40024453._SY75_.jpg,2018,669,3.09,1541,https://www.goodreads.com/author/show/17999210.Sisko_Savonlahti
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),6,/book/show/40550829-naiset-joita-ajattelen-isin,Naiset joita ajattelen öisin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529264739i/40550829._SX50_.jpg,2018,588,4.02,1076,https://www.goodreads.com/author/show/7161045.Mia_Kankim_ki
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),7,/book/show/31434883-eleanor-oliphant-is-completely-fine,Eleanor Oliphant is Completely Fine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564647507i/31434883._SY75_.jpg,2017,572,4.31,502159,https://www.goodreads.com/author/show/14558709.Gail_Honeyman
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),8,/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale (The Handmaid's Tale #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546031886i/38447._SY75_.jpg,1985,550,4.10,1249337,https://www.goodreads.com/author/show/3472.Margaret_Atwood
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),9,/book/show/34890015-factfulness,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544963815i/34890015._SY75_.jpg,2018,532,4.37,63803,https://www.goodreads.com/author/show/2790706.Hans_Rosling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),10,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,Harry Potter and the Chamber of Secrets (Harry Potter #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881._SY75_.jpg,1998,523,4.41,2423005,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),11,/book/show/45321864-bolla,Bolla,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556461605i/45321864._SX50_.jpg,2019,522,4.13,776,https://www.goodreads.com/author/show/8431418.Pajtim_Statovci
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),12,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302i/28257707._SX50_.jpg,2016,519,3.97,366352,https://www.goodreads.com/author/show/8529755.Mark_Manson
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),13,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281i/5._SY75_.jpg,1999,516,4.56,2466624,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),14,/book/show/38820046-21-lessons-for-the-21st-century,21 Lessons for the 21st Century,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564577305i/38820046._SY75_.jpg,2018,490,4.19,50164,https://www.goodreads.com/author/show/395812.Yuval_Noah_Harari
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),15,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,Harry Potter and the Goblet of Fire (Harry Potter #4),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6._SX50_.jpg,2000,468,4.55,2306440,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),16,/book/show/31138556-homo-deus,Homo Deus: A History of Tomorrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468760805i/31138556._SY75_.jpg,2015,451,4.27,102268,https://www.goodreads.com/author/show/395812.Yuval_Noah_Harari
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),17,/book/show/22041071-omgiven-av-idioter,Omgiven av idioter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399276511i/22041071._SX50_.jpg,2014,450,3.21,4758,https://www.goodreads.com/author/show/6429142.Thomas_Erikson
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),18,/book/show/36336078-call-me-by-your-name,Call Me By Your Name (Call Me By Your Name #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg,2007,440,4.26,138044,https://www.goodreads.com/author/show/2922229.Andr_Aciman
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),19,/book/show/39905890-rouva-c,Rouva C.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524296830i/39905890._SX50_.jpg,2018,439,4.11,844,https://www.goodreads.com/author/show/15308054.Minna_Rytisalo
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),20,/book/show/32187419-conversations-with-friends,Conversations with Friends,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500031338i/32187419._SY75_.jpg,2017,430,3.81,61712,https://www.goodreads.com/author/show/15860970.Sally_Rooney
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),21,/book/show/40232510-tuntematon-kimi-r-ikk-nen,Tuntematon Kimi Räikkönen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527582635i/40232510._SX50_.jpg,2018,425,3.62,1881,https://www.goodreads.com/author/show/305686.Kari_Hotakainen
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),22,/book/show/42975172-the-testaments,The Testaments (The Handmaid's Tale #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549292344i/42975172._SY75_.jpg,2019,418,4.23,84373,https://www.goodreads.com/author/show/3472.Margaret_Atwood
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),23,/book/show/38199957-taivaanpallo,Taivaanpallo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516867366i/38199957._SX50_.jpg,2018,409,3.87,725,https://www.goodreads.com/author/show/1504403.Olli_Jalonen
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),24,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,Harry Potter and the Order of the Phoenix (Harry Potter #5),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265i/2._SX50_.jpg,2003,409,4.49,2249467,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),25,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,Harry Potter and the Half-Blood Prince (Harry Potter #6),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039191i/1._SY75_.jpg,2005,391,4.56,2193930,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),26,/book/show/18143977-all-the-light-we-cannot-see,All the Light We Cannot See,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg,2014,391,4.33,870916,https://www.goodreads.com/author/show/28186.Anthony_Doerr
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),27,/book/show/22876833-kissani-jugoslavia,Kissani Jugoslavia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484250744i/22876833._SX50_.jpg,2014,385,3.69,3801,https://www.goodreads.com/author/show/8431418.Pajtim_Statovci
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),28,/book/show/40961427-1984,1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506i/40961427._SX50_.jpg,1949,382,4.18,2753233,https://www.goodreads.com/author/show/3706.George_Orwell
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),29,/book/show/34466963-why-we-sleep,Why We Sleep: Unlocking the Power of Sleep and Dreams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556604137i/34466963._SY75_.jpg,2017,368,4.46,32411,https://www.goodreads.com/author/show/17598726.Matthew_Walker
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),30,/book/show/35036409-my-brilliant-friend,My Brilliant Friend (L'amica geniale #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493655783i/35036409._SY75_.jpg,2011,351,3.94,163512,https://www.goodreads.com/author/show/44085.Elena_Ferrante
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),31,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,Harry Potter and the Deathly Hallows (Harry Potter #7),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184i/136251._SY75_.jpg,2007,347,4.61,2557403,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),32,/book/show/39850907-transforming-nokia,Transforming NOKIA: The Power of Paranoid Optimism to Lead Through Colossal Change,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523746767i/39850907._SY75_.jpg,-,336,4.20,927,https://www.goodreads.com/author/show/17883424.Risto_Siilasmaa
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),33,/book/show/34273236-little-fires-everywhere,Little Fires Everywhere,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522684533i/34273236._SY75_.jpg,2017,324,4.11,439769,https://www.goodreads.com/author/show/164692.Celeste_Ng
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),34,/book/show/40389527-the-woman-in-the-window,The Woman in the Window,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528225499i/40389527._SY75_.jpg,2018,309,3.93,312316,https://www.goodreads.com/author/show/7992137.A_J_Finn
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),35,/book/show/25893709-my-name-is-lucy-barton,My Name Is Lucy Barton,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450653428i/25893709._SX50_.jpg,2016,309,3.51,98983,https://www.goodreads.com/author/show/97313.Elizabeth_Strout
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),36,/book/show/13496.A_Game_of_Thrones,A Game of Thrones (A Song of Ice and Fire #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496._SY75_.jpg,1996,284,4.45,1840609,https://www.goodreads.com/author/show/346732.George_R_R_Martin
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),37,/book/show/18505844-memory-of-water,Memory of Water,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389990493i/18505844._SY75_.jpg,2012,282,3.71,5108,https://www.goodreads.com/author/show/5562501.Emmi_It_ranta
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),38,/book/show/45306068-onnenkissa,Onnenkissa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556525989i/45306068._SY75_.jpg,2019,278,3.73,375,https://www.goodreads.com/author/show/19100400.Aino_V_h_pesola
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),39,/book/show/170448.Animal_Farm,Animal Farm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570i/170448._SY75_.jpg,1945,278,3.93,2457962,https://www.goodreads.com/author/show/3706.George_Orwell
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),40,/book/show/40097951-the-silent-patient,The Silent Patient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573745054i/40097951._SY75_.jpg,2019,277,4.06,186274,https://www.goodreads.com/author/show/17621440.Alex_Michaelides
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),41,/book/show/22822858-a-little-life,A Little Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg,2015,274,4.30,160131,https://www.goodreads.com/author/show/6571447.Hanya_Yanagihara
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),42,/book/show/35235302-this-is-going-to-hurt,This Is Going to Hurt: Secret Diaries of a Junior Doctor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495900231l/35235302._SX50_SY75_.jpg,2017,272,4.41,96407,https://www.goodreads.com/author/show/17160706.Adam_Kay
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),43,/book/show/22055262-a-darker-shade-of-magic,A Darker Shade of Magic (Shades of Magic #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851i/22055262._SY75_.jpg,2015,271,4.09,160456,https://www.goodreads.com/author/show/7168230.V_E_Schwab
Finland,December 24 2019,y,(Dec 22 2019 11:30AM),44,/book/show/2657.To_Kill_a_Mockingbird,To Kill a Mockingbird (To Kill a Mockingbird #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690i/2657._SY75_.jpg,1960,271,4.27,4106625,https://www.goodreads.com/author/show/1825.Harper_Lee
France,December 24 2019,y,(Dec 22 2019 11:30AM),1,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,Harry Potter and the Sorcerer's Stone (Harry Potter #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY75_.jpg,1997,1172,4.47,6267295,https://www.goodreads.com/author/show/1077326.J_K_Rowling
France,December 24 2019,y,(Dec 22 2019 11:30AM),2,/book/show/18043539-les-fianc-s-de-l-hiver,Les Fiancés de l'Hiver (La Passe-Miroir #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370535458i/18043539._SX50_.jpg,2013,992,4.19,14729,https://www.goodreads.com/author/show/7123624.Christelle_Dabos
France,December 24 2019,y,(Dec 22 2019 11:30AM),3,/book/show/38746485-becoming,Becoming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg,2018,978,4.58,333954,https://www.goodreads.com/author/show/2338628.Michelle_Obama
France,December 24 2019,y,(Dec 22 2019 11:30AM),4,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,Harry Potter and the Chamber of Secrets (Harry Potter #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881._SY75_.jpg,1998,947,4.41,2423005,https://www.goodreads.com/author/show/1077326.J_K_Rowling
France,December 24 2019,y,(Dec 22 2019 11:30AM),5,/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale (The Handmaid's Tale #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546031886i/38447._SY75_.jpg,1985,943,4.10,1249337,https://www.goodreads.com/author/show/3472.Margaret_Atwood
France,December 24 2019,y,(Dec 22 2019 11:30AM),6,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281i/5._SY75_.jpg,1999,911,4.56,2466624,https://www.goodreads.com/author/show/1077326.J_K_Rowling
France,December 24 2019,y,(Dec 22 2019 11:30AM),7,/book/show/35959740-circe,Circe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,2018,894,4.28,207012,https://www.goodreads.com/author/show/176372.Madeline_Miller
France,December 24 2019,y,(Dec 22 2019 11:30AM),8,/book/show/32075671-the-hate-u-give,The Hate U Give,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671._SY75_.jpg,2017,770,4.52,373028,https://www.goodreads.com/author/show/15049422.Angie_Thomas
